,log_A2TYoo2021_0.05,log_A2TYoo2021_0.05,log_A2TYoo2021_0.05,log_A2TYoo2021_0.05,log_A2TYoo2021_0.1,log_A2TYoo2021_0.1,log_A2TYoo2021_0.1,log_A2TYoo2021_0.1,log_A2TYoo2021_0.15,log_A2TYoo2021_0.15,log_A2TYoo2021_0.15,log_A2TYoo2021_0.15,log_TextFoolerJin2019,log_TextFoolerJin2019,log_TextFoolerJin2019,log_TextFoolerJin2019,log_BAEGarg2019,log_BAEGarg2019,log_BAEGarg2019,log_BAEGarg2019,log_BAEGarg2019_attack_BERT_all,log_BAEGarg2019_attack_BERT_all,log_BAEGarg2019_attack_BERT_all,log_BAEGarg2019_attack_BERT_all
,textattack/bert-base-uncased-imdb,textattack/distilbert-base-uncased-imdb,textattack/albert-base-v2-imdb,/content/drive/Shareddrives/BipinA/EE8227_secure_ml/Project/adv_trained_model/best_model,textattack/bert-base-uncased-imdb,textattack/distilbert-base-uncased-imdb,textattack/albert-base-v2-imdb,/content/drive/Shareddrives/BipinA/EE8227_secure_ml/Project/adv_trained_model/best_model,textattack/bert-base-uncased-imdb,textattack/distilbert-base-uncased-imdb,textattack/albert-base-v2-imdb,/content/drive/Shareddrives/BipinA/EE8227_secure_ml/Project/adv_trained_model/best_model,textattack/bert-base-uncased-imdb,textattack/distilbert-base-uncased-imdb,textattack/albert-base-v2-imdb,/content/drive/Shareddrives/BipinA/EE8227_secure_ml/Project/adv_trained_model/best_model,textattack/bert-base-uncased-imdb,textattack/distilbert-base-uncased-imdb,textattack/albert-base-v2-imdb,/content/drive/Shareddrives/BipinA/EE8227_secure_ml/Project/adv_trained_model/best_model,textattack/bert-base-uncased-imdb,textattack/distilbert-base-uncased-imdb,textattack/albert-base-v2-imdb,/content/drive/Shareddrives/BipinA/EE8227_secure_ml/Project/adv_trained_model/best_model
accuracy,0.8575,0.45366666666666666,0.9005,0.9063333333333333,0.8465,0.264,0.8953333333333333,0.9051666666666667,0.843,0.17325,0.89675,0.90525,0.827,0.002,0.895,0.877,0.778,0.21,0.821,0.806,0.326,0.802,0.84,0.819
recall,0.805,0.35133333333333333,0.8793333333333333,0.9053333333333333,0.7913333333333333,0.177,0.872,0.9036666666666666,0.7897102897102897,0.10539460539460539,0.8716283716283716,0.8986013986013986,0.7678571428571429,0.0,0.8690476190476191,0.8829365079365079,0.7103174603174603,0.1626984126984127,0.7698412698412699,0.7837301587301587,0.32934131736526945,0.7584830339321357,0.8243512974051896,0.810379241516966
precision,0.8994413407821229,0.44174350377200333,0.9182039679777236,0.9071476285905143,0.8894717122517797,0.21428571428571427,0.9146853146853147,0.906385824139084,0.8842281879194631,0.12217718587145339,0.917937927406628,0.9108860759493671,0.873589164785553,0.0,0.9182389937106918,0.8742632612966601,0.8248847926267281,0.18222222222222223,0.8603104212860311,0.8229166666666666,0.32803180914512925,0.8315098468271335,0.8515463917525773,0.8252032520325203
f1,0.8496042216358839,0.3913850724099517,0.898348373914524,0.9062395729062397,0.8375374845651791,0.19386637458926614,0.8928327645051195,0.9050242029711234,0.8343007915567282,0.11316706891928131,0.8941839610555983,0.9047020367110888,0.8173178458289335,0.0,0.8929663608562692,0.8785784797630799,0.7633262260127932,0.1719077568134172,0.8125654450261781,0.8028455284552846,0.3286852589641434,0.7933194154488518,0.8377281947261663,0.8177240684793554
